,index,BasePay,OvertimePay,OtherPay,TotalPay
567,36791,163907.5,19610.61,11138.69,194656.8
568,36793,135967.45,40174.32,24338.5,200480.27
569,36797,135977.72,39704.26,24863.38,200545.36
570,36802,110847.11,69946.88,18534.17,199328.16
571,36805,110847.12,65707.11,22496.17,199050.4
572,36806,126863.21,53566.2,15907.1,196336.51
573,36807,135635.78,23106.09,42772.4,201514.27
574,36811,147069.72,34711.67,11660.54,193441.93
575,36813,127573.37,51514.24,16658.57,195746.18
576,36823,135990.41,22033.03,41488.42,199511.86
577,36824,128091.76,56566.12,10965.78,195623.66
578,36826,127573.36,50864.01,15946.73,194384.1
579,36833,110847.14,71698.74,15595.2,198141.08
580,36835,117034.56,66472.6,15238.86,198746.02
581,36836,145659.03,27929.83,18207.37,191796.23
582,36838,147069.69,20741.21,23382.6,191193.5
583,36843,135981.22,34416.69,28202.83,198600.74
584,36845,135380.7,28699.26,36070.57,200150.53
585,36852,134789.74,38141.41,26995.09,199926.24
586,36854,128808.88,52967.59,12799.21,194575.68
587,36859,113775.15,46463.16,35297.52,195535.83
588,36861,135977.71,43821.17,18704.43,198503.31
589,36862,135977.56,52874.9,11481.46,200333.92
590,36863,127573.41,57328.15,11138.53,196040.09
591,36864,135977.72,44449.73,17969.47,198396.92
592,36865,135977.72,33169.25,29257.72,198404.69
593,36867,147069.67,27283.49,16807.52,191160.68
594,36870,144659.53,36054.55,14498.06,195212.14
595,36874,135977.33,40498.32,22918.45,199394.1
596,36877,126863.2,54711.98,12654.31,194229.49
597,36878,147069.71,23185.64,19596.17,189851.52
598,36882,128091.77,52795.99,13492.79,194380.55
599,36883,128358.15,57387.38,12105.54,197851.07
600,36889,135977.64,34621.68,26444.85,197044.17
601,36905,128091.79,44756.06,19578.4,192426.25
602,36909,127573.36,49835.64,15304.28,192713.28
603,36911,135973.03,34783.26,25620.24,196376.53
604,36921,128091.79,47614.01,16036.07,191741.87
605,36927,145659.0,19092.35,24651.48,189402.83
606,36928,110847.12,65110.24,18628.33,194585.69
607,36932,127573.39,50737.79,15770.05,194081.23
608,36935,145659.03,23143.81,19171.67,187974.51
609,36941,110847.12,64006.79,19254.21,194108.12
610,36943,133544.32,44942.74,16498.89,194985.95
611,36945,154970.29,25219.99,13902.73,194093.01
612,36947,135977.68,44075.82,15800.83,195854.33
613,36949,145659.0,23221.22,19033.36,187913.58
614,36950,135977.71,36571.69,24424.09,196973.49
615,36953,126863.23,48602.24,15857.92,191323.39
616,36954,110847.13,67848.4,15490.64,194186.17
617,36956,135977.73,30943.53,29713.85,196635.11
618,36958,111554.87,20121.67,56988.32,188664.86
619,36962,145659.04,23979.13,17473.82,187111.99
620,36967,110847.09,64674.87,18249.71,193771.67
621,36972,110847.12,63933.92,18368.02,193149.06
622,36975,127573.41,45140.86,16957.34,189671.61
623,36977,127573.37,46117.16,16667.36,190357.89
624,36978,155308.43,18772.83,17169.68,191250.94
625,36979,123632.11,51901.75,10741.33,186275.19
626,36981,110847.11,64137.72,17772.14,192756.97
627,36982,126863.18,47058.95,15857.97,189780.1
628,36985,135977.73,30331.37,29048.55,195357.65
629,36988,128091.75,45547.32,16011.48,189650.55
630,36990,128808.87,35694.65,23273.79,187777.31
631,36994,135977.72,18740.89,39613.79,194332.4
632,36995,110559.81,67009.5,15477.46,193046.77
633,37000,128808.87,30430.83,27936.52,187176.22
634,37003,127573.42,49711.38,12716.8,190001.6
635,37004,110847.14,61133.9,19564.38,191545.42
636,37005,121231.95,52083.31,16695.71,190010.97
637,37007,128705.88,38631.4,20357.46,187694.74
638,37008,128808.84,42945.31,16850.12,188604.27
639,37012,128091.77,45058.09,15382.19,188532.05
640,37013,110847.11,61983.17,18404.37,191234.65
641,37016,128808.86,36508.78,21580.54,186898.18
642,37019,122024.57,47737.88,24917.73,194680.18
643,37021,127573.41,41092.31,19567.38,188233.1
644,37023,134589.47,35470.7,21789.14,191849.31
645,37032,110847.09,63300.99,16531.14,190679.22
646,37036,110847.11,61300.67,17969.1,190116.88
647,37037,131723.42,22884.94,36622.78,191231.14
648,37042,140828.79,29717.11,20424.26,190970.16
649,37043,127573.39,43210.4,16635.77,187419.56
650,37045,128808.88,41362.88,16101.15,186272.91
651,37049,128808.83,36137.39,20773.96,185720.18
652,37051,126863.19,44170.05,15857.97,186891.21
653,37052,110847.09,59456.79,18681.19,188985.07
654,37053,145659.02,21513.98,16406.09,183579.09
655,37057,110847.09,61594.67,17149.37,189591.13
656,37059,135977.69,35644.7,18572.44,190194.83
657,37071,135977.71,34400.91,19532.18,189910.8
658,37072,122033.32,51186.71,18510.65,191730.68
659,37074,110847.09,63577.08,15296.96,189721.13
660,37076,110847.11,50122.29,26611.99,187581.39
661,37079,135977.71,25612.21,29373.29,190963.21
662,37085,128808.9,36706.7,19517.74,185033.34
663,37086,123633.3,38155.27,20030.6,181819.17
664,37090,133850.12,24997.75,24113.22,182961.09
665,37092,126863.18,43267.83,15857.95,185988.96
666,37094,127573.37,41089.92,16923.88,185587.17
667,37098,110847.12,59723.16,17968.61,188538.89
668,37101,126695.39,52827.66,10880.54,190403.59
669,37102,128808.87,44922.39,12064.06,185795.32
670,37106,127573.38,40742.71,17178.68,185494.77
671,37122,128808.89,32604.43,22337.86,183751.18
672,37130,110847.1,60639.26,16267.19,187753.55
673,37171,127573.39,45686.22,11382.23,184641.84
674,37177,110847.13,58480.43,17432.53,186760.09
675,37189,110847.11,43569.28,31216.24,185632.63
676,37201,139521.0,27668.52,16566.96,183756.48
677,37205,117162.61,58741.39,14572.16,190476.16
678,37214,110847.11,56735.64,18604.09,186186.84
679,37217,135977.69,31352.08,20603.52,187933.29
680,37218,135977.71,39011.07,11462.51,186451.29
681,37233,127573.41,39159.31,15946.77,182679.49
682,37234,110327.03,65857.51,10799.11,186983.65
683,37238,135977.63,30897.57,19303.44,186178.64
684,37240,110847.11,64346.35,11465.38,186658.84
685,37249,110847.13,62352.49,12683.78,185883.4
686,37250,110663.27,56597.87,17671.73,184932.87
687,37251,153875.57,19668.24,11386.7,184930.51
688,37257,110847.1,53195.58,19834.32,183877.0
689,37258,110847.11,58235.37,15738.79,184821.27
690,37267,128808.87,36873.73,16386.01,182068.61
691,37269,110847.12,54384.82,18939.77,184171.71
692,37270,127573.38,41659.3,12783.73,182016.41
693,37271,135977.7,38567.33,10660.27,185205.3
694,37279,114887.76,51295.89,21715.26,187898.91
695,37283,110847.11,58651.93,15027.71,184526.75
696,37285,122024.59,41609.92,25355.93,188990.44
697,37291,121476.42,39786.09,20502.66,181765.17
698,37292,135977.0,24036.57,28542.43,188556.0
699,37294,128091.74,40563.06,12585.29,181240.09
700,37296,135967.43,35912.59,12210.16,184090.18
701,37301,110847.12,53129.06,19084.03,183060.21
702,37321,127573.4,36658.39,15946.75,180178.54
703,37323,126863.19,37330.15,16147.57,180340.91
704,37344,112367.71,61118.82,13839.98,187326.51
705,37369,135977.77,36477.78,10558.25,183013.8
706,37372,127573.39,28143.68,22922.04,178639.11
707,37382,110753.33,53485.46,18364.72,182603.51
708,37392,126863.22,37130.24,15857.94,179851.4
709,37398,117162.66,56152.11,12997.53,186312.3
710,37413,135977.74,24743.17,22456.38,183177.29
711,37415,121952.78,54003.76,11590.69,187547.23
712,37419,128808.85,31152.82,17725.53,177687.2
713,37427,135977.74,32469.49,14266.96,182714.19
714,37428,135977.58,32866.92,14049.18,182893.68
715,37432,110847.13,53683.92,17690.63,182221.68
716,37436,128808.87,32765.36,16790.16,178364.39
717,37437,110847.12,52933.26,17804.88,181585.26
718,37439,126222.03,40959.96,12531.98,179713.97
719,37444,110847.11,49607.69,19987.09,180441.89
720,37446,110847.14,54954.77,15782.21,181584.12
721,37447,110847.11,52507.4,18146.78,181501.29
722,37449,118931.98,43691.49,12061.47,174684.94
723,37450,145299.33,20769.84,11312.85,177382.02
724,37455,117171.44,55527.47,13293.22,185992.13
725,37457,135977.72,25557.36,19479.87,181014.95
726,37461,110847.11,52829.52,17706.93,181383.56
727,37470,146318.62,19311.63,11626.65,177256.9
728,37471,117162.69,50060.8,17260.68,184484.17
729,37473,110847.08,53698.99,16162.32,180708.39
730,37476,127835.05,28059.14,22137.01,178031.2
731,37479,127573.41,33691.58,16308.91,177573.9
732,37480,110847.08,51331.69,18550.09,180728.86
733,37482,110635.08,58988.73,11958.78,181582.59
734,37487,110847.1,50751.72,18778.86,180377.68
735,37493,110847.14,51431.66,17975.78,180254.58
736,37499,128808.87,30652.39,18091.05,177552.31
737,37504,127573.41,33633.71,15946.72,177153.84
738,37508,128091.78,32339.56,16266.52,176697.86
739,37509,123633.09,28885.54,19015.0,171533.63
740,37513,135967.46,34188.33,10462.83,180618.62
741,37514,110258.56,52024.34,17496.72,179779.62
742,37517,135967.45,22358.96,23133.24,181459.65
743,37518,135977.68,27861.25,19241.02,183079.95
744,37523,128808.82,31159.49,16353.54,176321.85
745,37533,126205.21,26564.57,28617.37,181387.15
746,37539,134184.95,29289.41,12047.28,175521.64
747,37541,128860.01,23745.24,23487.11,176092.36
748,37543,142689.0,21389.74,14895.5,178974.24
749,37546,135337.34,29531.95,15331.87,180201.16
750,37550,110847.12,48861.5,18594.31,178302.93
751,37551,113775.18,47084.25,17239.02,178098.45
752,37553,135977.22,34437.79,11266.39,181681.4
753,37556,128808.89,31145.56,15740.97,175695.42
754,37557,110847.12,42623.74,24501.75,177972.61
755,37559,138261.58,28273.69,11334.68,177869.95
756,37560,135977.72,19790.2,23722.47,179490.39
757,37563,110847.55,56738.8,11787.78,179374.13
758,37564,117162.7,46317.4,17693.39,181173.49
759,37570,128367.81,28785.53,22191.68,179345.02
760,37574,135977.75,22382.28,19886.98,178247.01
761,37578,127645.5,31280.52,15955.73,174881.75
762,37579,132182.56,36889.29,10932.99,180004.84
763,37584,135977.76,24415.12,17459.35,177852.23
764,37585,135973.03,31845.67,12728.98,180547.68
765,37598,135977.73,26815.09,14970.2,177763.02
766,37601,126863.16,34504.42,15857.93,177225.51
767,37604,110847.13,48144.43,18077.02,177068.58
768,37605,128808.88,19352.82,24167.52,172329.22
769,37610,110847.1,46963.86,18974.54,176785.5
770,37613,135967.46,20474.91,20846.75,177289.12
771,37617,114721.63,50093.13,13016.28,177831.04
772,37619,127573.36,44035.92,15946.76,187556.04
773,37621,114887.75,41802.82,24147.33,180837.9
774,37622,110847.14,50256.98,18055.63,179159.75
775,37623,118854.77,27363.93,23986.72,170205.42
776,37628,129093.12,19146.16,24163.75,172403.03
777,37629,117171.45,36610.18,25553.04,179334.67
778,37635,119157.43,49201.95,11291.18,179650.56
779,37637,110847.12,39760.25,25216.28,175823.65
780,37643,126810.54,22937.5,22712.74,172460.78
781,37651,110847.11,53306.64,12715.56,176869.31
782,37654,117171.02,41215.24,21198.22,179584.48
783,37656,135977.23,29634.54,12718.83,178330.6
784,37657,110847.11,46029.58,18724.25,175600.94
785,37661,110847.12,44635.42,21845.92,177328.46
786,37662,128808.88,25798.75,16962.5,171570.13
787,37670,128808.9,31330.41,11418.2,171557.51
788,37675,135977.05,21158.52,18706.42,175841.99
789,37680,110847.12,48693.73,16294.37,175835.22
790,37682,128091.78,27899.13,16231.95,172222.86
791,37683,110847.12,44500.32,19605.65,174953.09
792,37692,122033.32,42274.99,15065.17,179373.48
793,37694,128091.79,27214.66,16276.54,171582.99
794,37695,120911.85,37754.08,16903.1,175569.03
795,37696,135977.77,20774.48,20337.17,177089.42
796,37697,110847.11,45211.39,18589.16,174647.66
797,37703,117180.16,39980.44,22943.49,180104.09
798,37704,110847.13,53248.26,11842.12,175937.51
799,37705,117180.2,46867.27,15931.53,179979.0
800,37706,114887.77,44980.06,19545.29,179413.12
801,37708,110847.1,42315.08,22020.14,175182.32
802,37712,135148.64,25945.38,14496.21,175590.23
803,37713,110847.12,44123.0,19727.13,174697.25
804,37719,127495.33,33944.12,11257.33,172696.78
805,37720,128367.78,36133.49,11878.94,176380.21
806,37722,121476.35,33659.02,17512.1,172647.47
807,37724,127162.35,21742.01,21326.2,170230.56
808,37733,131795.05,24655.07,19188.56,175638.68
809,37736,135967.51,24726.75,14242.96,174937.22
810,37740,128091.78,27291.38,16011.54,171394.7
811,37756,110847.11,44453.73,18911.58,174212.42
812,37760,128808.86,25853.81,16101.15,170763.82
813,37770,128091.79,31776.47,11731.3,171599.56
814,37772,126685.15,25621.81,24026.68,176333.64
815,37776,110847.12,43387.48,19198.38,173432.98
816,37783,135977.69,22338.73,16408.1,174724.52
817,37784,122024.49,44696.01,11214.74,177935.24
818,37785,127717.52,29378.86,16106.53,173202.91
819,37786,128808.84,29079.35,12799.2,170687.39
820,37787,110847.13,41423.82,21496.62,173767.57
821,37788,110847.12,44353.43,18334.54,173535.09
822,37790,130526.23,20472.13,23356.97,174355.33
823,37792,128091.79,30088.56,12732.5,170912.85
824,37793,110847.12,44060.45,18674.72,173582.29
825,37794,117180.23,48701.52,12691.3,178573.05
826,37805,145658.99,18720.14,18207.39,182586.52
827,37807,126685.19,22745.51,25387.23,174817.93
828,37809,133829.93,21817.32,14441.26,170088.51
829,37810,135967.18,18969.69,19571.47,174508.34
830,37811,127573.37,29717.53,13414.09,170704.99
831,37815,133544.31,22710.71,17865.36,174120.38
832,37819,135977.75,21864.48,15444.35,173286.58
833,37824,135967.51,20984.49,16525.26,173477.26
834,37825,110847.1,38571.67,22860.68,172279.45
835,37828,126863.23,25552.98,17233.44,169649.65
836,37833,135977.73,25347.74,13360.73,174686.2
837,37835,113175.0,33798.62,20737.65,167711.27
838,37838,120740.08,34776.74,15092.52,170609.34
839,37840,127573.41,25869.13,16002.91,169445.45
840,37841,128091.78,30973.43,11293.11,170358.32
841,37845,135977.68,22222.78,15422.41,173622.87
842,37855,117162.69,42571.11,17086.64,176820.44
843,37860,134184.98,20325.54,14399.88,168910.4
844,37864,128808.82,23107.85,16351.47,168268.14
845,37868,135977.67,23291.87,14670.63,173940.17
846,37870,127573.43,25279.58,15946.74,168799.75
847,37871,128091.76,24629.2,16011.51,168732.47
848,37873,136169.84,22706.83,13437.96,172314.63
849,37874,117162.66,44521.91,13540.49,175225.06
850,37875,133544.32,27565.28,11667.85,172777.45
851,37880,127600.63,24853.67,15950.12,168404.42
852,37881,110847.12,42396.78,17869.17,171113.07
853,37885,127573.46,24826.32,15946.76,168346.54
854,37886,135967.47,19978.95,15943.2,171889.62
855,37887,127573.42,28714.95,12725.1,169013.47
856,37890,135977.75,21422.03,15515.21,172914.99
857,37896,122015.83,39215.41,14536.84,175768.08
858,37904,139613.1,21919.18,11337.02,172869.3
859,37910,111206.77,39813.85,24628.76,175649.38
860,37912,117162.65,31902.48,25557.24,174622.37
861,37919,127313.92,23782.1,16793.21,167889.23
862,37922,135967.45,22261.54,13005.74,171234.73
863,37925,110847.12,38378.54,21290.5,170516.16
864,37927,127573.39,23027.11,17057.1,167657.6
865,37936,127573.4,18467.08,21705.98,167746.46
866,37938,120875.13,26733.34,22216.97,169825.44
867,37941,122024.59,38309.1,12810.57,173144.26
868,37944,122398.47,26049.48,19225.06,167673.01
869,37955,116217.07,42013.25,14402.69,172633.01
870,37956,117171.39,24531.16,31246.76,172949.31
871,37959,135977.7,20900.83,15659.6,172538.13
872,37961,128091.8,26646.14,12892.39,167630.33
873,37962,135977.66,22898.8,11032.78,169909.24
874,37964,117171.4,43159.83,13457.72,173788.95
875,37966,110847.1,38226.99,20429.5,169503.59
876,37967,135977.08,19259.06,15931.44,171167.58
877,37976,110847.14,39397.94,19366.04,169611.12
878,37978,110847.1,41539.42,17289.56,169676.08
879,37983,110847.13,37315.64,20546.03,168708.8
880,37989,110847.11,43657.81,15108.7,169613.62
881,37993,117171.41,34739.97,22278.76,174190.14
882,37994,128091.82,22207.05,16011.54,166310.41
883,37999,110847.11,39623.89,18474.18,168945.18
884,38001,111003.18,39409.86,23605.98,174019.02
885,38003,133544.32,23937.01,12883.54,170364.87
886,38004,125608.01,26143.32,15082.23,166833.56
887,38005,110847.11,38399.32,19563.42,168809.85
888,38010,110847.11,32951.7,23946.3,167745.11
889,38021,128808.89,24455.43,12799.19,166063.51
890,38024,112540.96,38104.4,18177.82,168823.18
891,38038,126863.2,22445.15,16176.39,165484.74
892,38043,127573.38,21194.36,16143.84,164911.58
893,38045,125314.49,28999.67,13014.64,167328.8
894,38052,117171.44,43890.83,10410.21,171472.48
895,38054,110847.12,42901.88,14648.84,168397.84
896,38062,124325.2,28472.33,17417.83,170215.36
897,38072,128808.85,33395.19,16101.15,178305.19
898,38076,135967.41,20111.58,12638.57,168717.56
899,38080,110847.12,38201.99,18543.11,167592.22
900,38089,117162.7,27021.38,25922.96,170107.04
901,38090,118195.51,35150.61,14148.28,167494.4
902,38091,110847.14,46464.93,11124.84,168436.91
903,38092,135977.73,21485.2,10548.46,168011.39
904,38102,135967.48,20429.02,12334.79,168731.29
905,38109,135977.72,18751.77,14782.13,169511.62
906,38114,122053.76,26670.29,19652.07,168376.12
907,38117,127573.39,20098.49,16127.81,163799.69
908,38123,117162.65,39344.25,14026.93,170533.83
909,38132,110847.13,37641.43,18262.19,166750.75
910,38140,135977.68,18360.69,14040.41,168378.78
911,38141,114617.22,33537.67,13545.49,161700.38
912,38145,110847.1,37075.15,18377.51,166299.76
913,38159,127573.41,21571.08,12725.09,161869.58
914,38162,110847.08,35272.11,19676.93,165796.12
915,38175,118932.0,28076.23,13019.91,160028.14
916,38177,110526.77,34543.26,25418.87,170488.9
917,38183,123632.02,21992.68,12567.2,158191.9
918,38186,117162.67,29332.86,22653.48,169149.01
919,38188,117171.43,33443.3,18654.11,169268.84
920,38197,125145.61,24704.95,12006.7,161857.26
921,38198,112950.74,29615.03,21152.4,163718.17
922,38205,110847.09,36091.12,18315.46,165253.67
923,38219,126302.48,18627.06,17126.71,162056.25
924,38223,116562.11,33915.55,14633.57,165111.23
925,38227,110315.5,36312.23,18123.32,164751.05
926,38229,122033.34,34628.48,11904.51,168566.33
927,38233,135967.5,18726.76,12185.37,166879.63
928,38234,117720.43,30602.92,15024.22,163347.57
929,38236,126863.21,21166.11,15857.94,163887.26
930,38253,110847.13,42734.15,11121.65,164702.93
931,38257,116867.08,18506.49,24256.08,159629.65
932,38262,117171.42,24895.24,25712.5,167779.16
933,38269,110847.12,42599.44,11400.15,164846.71
934,38275,117171.46,39740.17,12108.51,169020.14
935,38279,117162.68,36805.23,13352.16,167320.07
936,38288,110847.11,42680.57,11342.06,164869.74
937,38293,117145.16,37999.44,12128.42,167273.02
938,38297,112950.01,23654.64,21597.81,158202.46
939,38308,110847.13,35315.01,17255.0,163417.14
940,38309,116289.93,24767.8,25592.79,166650.52
941,38324,117171.4,37303.39,13504.19,167978.98
942,38328,132182.6,19472.03,13218.3,164872.93
943,38332,117171.42,37456.41,12499.04,167126.87
944,38335,117162.65,34727.27,14769.5,166659.42
945,38341,117171.4,28849.37,21326.23,167347.0
946,38347,110642.77,40523.87,14173.92,165340.56
947,38354,114887.76,34453.8,17104.87,166446.43
948,38358,117171.21,38047.01,10864.98,166083.2
949,38362,127573.34,20989.39,11512.5,160075.23
950,38376,127609.45,18277.55,14710.55,160597.55
951,38389,123548.67,19917.33,11998.32,155464.32
952,38393,110847.09,32368.7,18538.4,161754.19
953,38404,110847.12,41077.05,11017.4,162941.57
954,38411,115866.92,38063.73,11885.79,165816.44
955,38413,127437.42,18647.46,13554.66,159639.54
956,38419,110847.09,30622.28,19655.26,161124.63
957,38424,116386.66,35609.52,13283.24,165279.42
958,38442,117171.4,37436.29,10462.09,165069.78
959,38444,123632.8,19133.11,12332.62,155098.53
960,38446,117171.43,29423.46,18283.67,164878.56
961,38451,117171.44,32259.91,15259.8,164691.15
962,38454,110847.13,34136.67,16430.12,161413.92
963,38460,110847.1,40666.89,10643.05,162157.04
964,38462,117162.67,37997.33,10811.13,165971.13
965,38484,110847.1,31184.87,18369.47,160401.44
966,38490,110847.11,31006.4,18127.17,159980.68
967,38499,114896.39,34231.57,14951.75,164079.71
968,38501,117171.4,35709.67,10967.49,163848.56
969,38504,117162.66,32406.78,13964.26,163533.7
970,38507,110847.12,31763.08,17390.2,160000.4
971,38513,123398.51,18930.15,15424.87,157753.53
972,38514,110847.12,30228.13,18998.18,160073.43
973,38516,114879.14,37775.01,11388.22,164042.37
974,38530,110847.08,27671.2,20675.24,159193.52
975,38533,110847.14,30612.3,18235.99,159695.43
976,38541,117162.68,34900.68,11132.82,163196.18
977,38550,110847.1,30694.09,17716.05,159257.24
978,38567,126305.15,18093.65,12819.02,157217.82
979,38574,110633.72,39724.29,13311.47,163669.48
980,38578,114887.76,31403.03,16774.54,163065.33
981,38581,110847.12,38208.22,10761.96,159817.3
982,38587,110847.12,30351.05,17833.88,159032.05
983,38594,110526.79,38322.67,14392.05,163241.51
984,38599,111206.76,37159.78,14856.04,163222.58
985,38621,110535.0,41994.93,10456.02,162985.95
986,38625,117162.69,24904.38,18844.79,160911.86
987,38636,117171.4,29226.74,15808.48,162206.62
988,38638,110847.1,36081.44,12203.45,159131.99
989,38643,117171.43,29590.45,15140.33,161902.21
990,38645,110847.12,25837.36,20073.45,156757.93
991,38669,110847.14,27950.84,18386.68,157184.66
992,38686,117171.4,27785.56,16283.05,161240.01
993,38699,110847.09,24147.85,21374.32,156369.26
994,38718,116338.97,23611.5,15949.59,155900.06
995,38721,110847.1,27071.69,18901.51,156820.3
996,38730,111859.13,26565.74,19682.21,158107.08
997,38731,117171.35,26526.91,16396.75,160095.01
998,38738,110847.13,27582.84,17333.87,155763.84
999,38740,117171.42,27351.57,15598.79,160121.78
1000,38748,110847.11,34526.53,11646.81,157020.45
1001,38763,110847.14,28470.44,16872.52,156190.1
1002,38765,110847.09,27686.21,17380.12,155913.42
1003,38779,110847.11,26681.5,18327.97,155856.58
1004,38780,117162.71,32808.81,10681.62,160653.14
1005,38791,110847.12,26448.58,18086.96,155382.66
1006,38801,110847.12,26096.52,18346.91,155290.55
1007,38810,114879.13,28425.67,16720.02,160024.82
1008,38863,117162.64,22136.02,19304.05,158602.71
1009,38901,110847.12,33153.3,11388.57,155388.99
1010,38917,117171.21,23356.22,17364.9,157892.33
1011,38942,117171.42,29895.67,10635.44,157702.53
1012,38947,110847.13,23874.51,18980.53,153702.17
1013,38954,110847.11,24219.58,18437.77,153504.46
1014,38963,117171.42,25143.76,14117.43,156432.61
1015,38970,114887.76,22673.58,19604.66,157166.0
1016,38977,110847.1,24935.13,17647.34,153429.57
1017,38979,110847.13,26552.53,15840.52,153240.18
1018,38983,110847.11,27821.88,15419.26,154088.25
1019,38994,110293.69,33785.03,14090.64,158169.36
1020,39037,110847.1,23126.97,19271.89,153245.96
1021,39038,114965.13,28698.66,12932.76,156596.55
1022,39042,112243.7,32503.47,12749.85,157497.02
1023,39052,110847.11,22777.47,18831.72,152456.3
1024,39084,117188.9,24465.73,14151.03,155805.66
1025,39090,110847.11,24549.26,18820.51,154216.88
1026,39099,110847.11,22550.43,18620.73,152018.27
1027,39100,110847.12,27821.06,14002.44,152670.62
1028,39111,110817.85,23249.97,18024.12,152091.94
1029,39114,114905.0,24248.74,16862.27,156016.01
1030,39119,110665.96,23462.89,17866.24,151995.09
1031,39128,116386.71,26336.19,12864.25,155587.15
1032,39139,114887.76,24035.84,16186.07,155109.67
1033,39140,110847.1,22289.59,18182.98,151319.67
1034,39144,110847.11,21451.57,19101.85,151400.53
1035,39157,117171.0,28626.97,10506.16,156304.13
1036,39158,117171.41,21738.98,16188.31,155098.7
1037,39162,117162.66,28062.07,10536.17,155760.9
1038,39173,113123.95,18317.47,19010.84,150452.26
1039,39189,114887.76,24847.68,15502.81,155238.25
1040,39206,110847.1,25069.84,15475.52,151392.46
1041,39215,110847.13,21440.48,19406.75,151694.36
1042,39220,110847.12,19259.5,20735.17,150841.79
1043,39224,110847.09,28757.3,11577.62,151182.01
1044,39228,113101.39,24576.06,14137.7,151815.15
1045,39262,117162.69,24792.05,13187.85,155142.59
1046,39265,110847.09,19020.03,21887.4,151754.52
1047,39282,122033.34,20704.62,11601.12,154339.08
1048,39291,110535.06,33260.0,10747.11,154542.17
1049,39294,114879.14,23080.9,15798.88,153758.92
1050,39302,110847.16,20098.68,18580.01,149525.85
1051,39333,116296.4,25533.0,11409.35,153238.75
1052,39336,110847.1,19771.43,18513.04,149131.57
1053,39352,110847.11,19835.03,18402.33,149084.47
1054,39364,110847.14,20686.3,17225.02,148758.46
1055,39376,117171.39,24796.07,10640.3,152607.76
1056,39395,110847.08,19300.4,18159.92,148307.4
1057,39399,110847.14,20055.19,17400.66,148302.99
1058,39406,117171.43,19667.04,15300.66,152139.13
1059,39412,110526.75,29951.82,12684.74,153163.31
1060,39417,110847.13,18906.46,18187.45,147941.04
1061,39420,110847.1,23747.09,14086.62,148680.81
1062,39421,110904.92,29920.49,11244.79,152070.2
1063,39426,110847.11,18895.87,18472.48,148215.46
1064,39428,117171.42,21982.24,12495.56,151649.22
1065,39448,117171.42,23189.78,12105.24,152466.44
1066,39453,114879.14,21694.51,15259.24,151832.89
1067,39473,122033.2,18636.42,11472.87,152142.49
1068,39480,110654.4,25363.97,12512.39,148530.76
1069,39490,110847.09,26062.59,11457.79,148367.47
1070,39492,117162.65,19065.89,14703.48,150932.02
1071,39503,116591.05,18409.07,15384.18,150384.3
1072,39504,117162.65,23493.27,10658.58,151314.5
1073,39511,110847.14,18693.51,17381.73,146922.38
1074,39521,114879.13,20487.94,15644.18,151011.25
1075,39535,111206.75,29590.79,10878.87,151676.41
1076,39588,112383.91,24238.47,13878.93,150501.31
1077,39591,110535.0,27070.34,13740.23,151345.57
1078,39611,110543.27,24501.19,15892.12,150936.58
1079,39612,110847.12,20242.33,15168.86,146258.31
1080,39676,110847.11,23090.17,11693.37,145630.65
1081,39677,110847.1,21332.43,14115.43,146294.96
1082,39718,117162.67,19676.27,11768.35,148607.29
1083,39732,113834.32,22007.01,13038.64,148879.97
1084,39747,117171.45,21116.42,10719.35,149007.22
1085,39761,113282.45,20983.85,14592.77,148859.07
1086,39794,110526.75,25358.17,12992.7,148877.62
1087,39806,117162.66,19819.8,10758.41,147740.87
1088,39834,112190.93,23668.61,12433.3,148292.84
1089,39889,114887.76,19842.07,12486.76,147216.59
1090,39903,113254.26,20514.83,13888.05,147657.14
1091,39978,110526.75,24353.34,12635.55,147515.64
1092,40040,113417.34,18248.38,13989.12,145654.84
1093,40047,111215.01,19840.78,15176.76,146232.55
1094,40253,110526.75,21698.42,11716.99,143942.16
1095,40265,110526.77,21095.87,12763.72,144386.36
1096,40271,112092.54,18923.88,12970.17,143986.59
1097,40315,110799.0,19818.06,12193.81,142810.87
1098,40414,113117.7,19280.78,10672.71,143071.19
1099,40435,110526.77,22393.51,10808.0,143728.28
1100,40497,110848.71,18376.04,12951.77,142176.52
1101,40515,111215.02,20148.1,11078.11,142441.23
1102,40629,110535.0,19787.34,11013.96,141336.3
1103,72927,186236.42,131217.63,29648.27,347102.32
1104,72928,272855.51,23727.91,38954.54,335537.96
1105,72930,215265.6,87985.24,30637.48,333888.32
1106,72934,215265.6,88028.54,21526.49,324820.63
1107,72939,186236.43,88345.08,38035.09,312616.6
1108,72941,186236.41,101466.96,23994.92,311698.29
1109,72942,186236.45,94450.92,30313.49,311000.86
1110,72943,135903.02,163477.81,20994.96,320375.79
1111,72948,213308.64,49139.25,36262.42,298710.31
1112,72949,186236.49,87457.68,28003.53,301697.7
1113,72952,186236.42,94274.25,19022.95,299533.62
1114,72954,186236.41,84382.38,23279.44,293898.23
1115,72958,212244.54,62490.6,13450.16,288185.3
1116,72959,155174.49,124293.83,18151.93,297620.25
1117,72960,186213.86,77586.66,25324.73,289125.25
1118,72961,186236.44,75564.72,27004.09,288805.25
1119,72965,186236.41,76789.03,25476.27,288501.71
1120,72967,213308.64,31381.85,31645.34,276335.83
